Customer_ID,Age,Gender,City_Tier,Account_Age_Days,Annual_Income,Total_Orders,Avg_Order_Value,Total_Spend,Discount_Usage_Pct,Return_Rate,Preferred_Category,Days_Since_Last_Order,App_Sessions_Per_Week,Wishlist_Items,Support_Tickets,Library_Visits,School_Type,Payment_Method,Device_Type,Browser_Language,Screen_Resolution,Signup_Source,True_Segment
CUST_100018,37,FEMALE,tier1,2532.0,65032.66430256328,71,2116.422896302213,155613.60731638042,9.738267031860905,0.014374376005603765,  H&L  ,11,6.741970534117643,9,0,6.0,pvt ltd,Credit Card,Desktop ,en-IN,1366x768,Organic,1
CUST_100019,22,Male,Tier3,424.0,30832.879354846747,72,259.0290017947941,19160.30412034715,69.0038784360275,0.2688562228822725,Grocery,24,9.62852240384722,5,0,0.0,govt,Wallet,Mobile,en-IN,1280x720,Organic,0
CUST_100020,21,Female,Tier2,882.0,18408.04689686158,39,,18378.375116882828,0.9489837929673083,0.2805849408473753,apparel,16,5.079236745307703,15,1,0.0,GOVT,Wallet,Mobile,en-US,1366x768,Google_Ad,0
CUST_100021,30,WOMAN,tier-2,780.0,37152.68892596792,7,886.3617582335287,6182.595058890733,33.13892346338011,0.1588179359364365, BEAUTY,24,13.6037235396224,59,5,3.0,Private,UPI,Desktop,en-US,360x800,Referral,3
CUST_100022,30,m,Tier3,881.0,17561.617649470776,40,412.8204266412982,18932.381197861847,,0.2124883226163521,Electronic,14,8.992964827268956,7,0,1.0,  Public  ,UPI,Mobile,ta-IN,1280x720,Google_Ad,0
CUST_100023,22,Male ,T2,926.0,31823.784204959593,61,395.88645029708283,24426.243855031178,0.7564417303931243,0.18473842512434166,Fashion,12,7.280396194693825,5,0,1.0, Private,  UPI  ,Mobile,en-US,414x896,Facebook_Ad,0
CUST_100024,45,Female,Tier3,1327.0,38753.62442862409,17,1372.6781451036727,26617.71039574525,0.5463919876234322,0.29726222714885225,FASHION,193,4.62195032477592,14,3,3.0, Private,credit card,  Desktop  ,mr-IN,1366x768,Google_Ad,4
CUST_100025,30,Male,Tier2,830.0,,49,343.6187514155027,18254.88210599025,0.7333739712873026,0.10643417817716934,Clothing,11,6.937617499290925,10,1,,Public ,Wallet,mobile,en-IN,1920x1080,Organic,0
CUST_100026,40,female,TIER_3,1446.0,35169.94380871173,12,1518.014507347211,18051.412874697995,0.4411150859937249,0.46318952212061604,Electronic ,86,3.5230499008498857,11,6,,Public ,Credit Card,Desktop,en-US,414x896,Google_Ad,4
CUST_100027,25,M,Tier2,899.0,25751.990991283044,50,292.96709922443387,12457.557274062536,0.899473902637216,0.13540333021846368,clothing,3,8.356025131938173,18,2,1.0,govt,Wallet,Desktop,hi-IN,1280x720,Referral,0
CUST_100028,28,  Female  ,Tier2,1897.0,68686.17449589816,18,741.5495178147182,13646.200807088755,52.57963595597603,-1.0,H&L ,206,3.570698736975286,7,8,2.0,Private ,UPI,Mobile,en-IN,1366x768,Influencer,4
CUST_100029,30,MALE,  Tier3  ,588.0,25304.310967729773,78,210.0100312210633,15886.929359906155,0.8835729093971902,0.25189277188086373,CLOTH,23,11.875003501423926,5,2,0.0,Private,UPI,Mobile,ta-IN,1366x768,Facebook_Ad,0
CUST_100030,51,Female,Tier2 ,2986.0,55000.0,77,2580.320003866861,213048.0763834418,0.1170107856344937,0.04036392218437822,Furniture,6,-999.0,7,0,2.0,GOVT,NetBanking,DESKTOP,en-IN,1920x1080,Google_Ad,1
CUST_100031,20,Male, Tier3,438.0,31193.433569486726,62,192.3078976153048,13277.855188846566,84.97360028291943,0.18012271027693844,FASHION,17,7.237485786778779,14,2,2.0,Public,,Mobile ,hi-IN,1920x1080,Referral,0
CUST_100032,30, man,Tier-3 ,895.0,,18,1256.8707073249707,21328.829830435567,0.5471652931965028,0.49311532204264713,Home,180,3.129264712669522,8,3,1.0,  govt  ,Wallet,Mobile,hi-IN,414x896,Facebook_Ad,4
CUST_100033,28,Female,T2,420.0,40326.497910795035,16,773.7051641990622,11470.63827383942,34.05777633663094,0.302598636121326,Home,199,7.276607128181264,14,5,4.0,Private ,COD,  Mobile  ,hi-IN,1280x720,TV_Ad,4
CUST_100034,51,Woman,Tier1 ,2199.0,81207.85828630347,50,2386.629022911761,101971.85545561565,11.156766208384731,0.07640322342555689,ELECTRONICS,9,9.897599268041038,7,1,7.0, Priv,Debit Card,Desktop,hi-IN,375x812,Organic,1
CUST_100035,55,m,Tier1,1115.0,174212.35029426572,5,15310.880642457394,65446.69946388196,0.014808126037801267,0.04540196549251242,Luxury,28,-999.0,1,0,1.0,Private,Credit Card,Mobile ,en-IN,1366x768,Google_Ad,2
CUST_100036,19,Female,Tier1,554.0,51260.90852922821,4,750.8221164331044,3187.011507396842,59.133592288821205,0.27349346099195626,apparel,59,11.054900564790742,23,2,1.0,Private,Wallet ,Mobile,ta-IN,414x896,Facebook_Ad,3
CUST_100037,39,male,T2 ,1241.0,89966.44529325054,23,979.9593713915614,19343.4091551942,,0.5434097974076351,food,9999,5.250173668269827,6,4,0.0,Private, UPI,Mobile,hi-IN,360x800,Facebook_Ad,4
CUST_100038,31,MALE,tier-3,1910.0,65824.8333518969,15,1591.5418689857793,23023.432867221265,58.10842562878572,0.34689711424856595,electronics,225,3.503480502362623,12,9,3.0,  Pvt  ,Wallet,Mobile ,hi-IN,1920x1080,Google_Ad,4
CUST_100039,31,M,Tier1,1428.0,84396.70773869156,74,3104.680233118718,256113.06193775704,0.17064217826726624,0.040548963846551024,  H&L  ,5,4.297516123953309,2,132,7.0,  PRIVATE  ,Credit Card,Desktop,en-IN,360x800,Facebook_Ad,1
CUST_100040,24,WOMAN,Tier2 ,1219.0,43475.60592866128,1,901.3169813637271,13708459.21696629,0.3238720796184925,-1.0,Electronics ,59,9.393409005836148,32,6,2.0,Private,  Wallet  ,Mobile,hi-IN,360x800,,3
CUST_100041,33,F,Tier1,1266.0,40785.81582000868,19,1508.2679817547073,31254.70823893887,0.39021809631880083,0.2887804699609516,Electronic,101,2.4299778794244267,7,6,4.0,Public,COD,  Mobile  ,hi-IN,360x800,Facebook_Ad,4
CUST_100042,18,Male,TIER 2,706.0,27317.078528098566,54,387.53923780902664,20351.80934474732,0.8125608788586405,0.2031340902995184,FASHION,26,7.888791358421111,10,2,1.0,Private Ltd,UPI,Mobile,gu-IN,1920x1080,Facebook_Ad,0
CUST_100043,26,female,TIER2 ,374.0,15734.243757134,21,478.3749555742871,10561.997647192095,0.8574247957969112,0.1262240748270168,Grocery ,22,10.848780033290947,17,0,1.0,Public,,Desktop,en-IN,375x812,Organic,0
CUST_100044,24,Male,TIER3,188.0,,36,#ERROR,12391.861505988601,0.7461521019685584,-1.0, Food,24,8.370487366255057,15,0,1.0,Public,UPI,  Desktop  ,en-IN,375x812,Google_Ad,0
CUST_100045,28,Female,Tier 1,1429.0,37423.522642622505,1,587.660873987651,512.0913663977699,0.595885689038359,0.17131528387013228,electronics,69,18.563705851820554,42,3,2.0,Public,UPI, Mobile,te-IN,1366x768,Referral,3
CUST_100046,21, Female,TIER1,1462.0,50017.20789909591,9,721.558142805863,5769.071037278473,27.60108017110931,0.2820740979093502,ELECTRONICS,29,22.57454145165466,24,6,0.0,Private,UPI,Mobile,en-IN,360x800,Organic,3
CUST_100047,33,  male  ,T1,359.0,,8,700.932179643372,5974.532335748108,0.6471056521327138,0.3098785646224196, Grocery,218,6.228242213796051,8,3,3.0,public,UPI,Mobile,en-IN,375x812,Referral,4
CUST_100048,25,Man,T2,545.0,21245.515252800582,1,505.1776344177749,441.9359230663839,23.286460259628623,0.24455344929010792,Fashion,47,19.086646928142866,30,6,0.0,Private,UPI,Mobile,en-IN,1920x1080,Google_Ad,3
CUST_100049,64,woman ,tier1,,233575.40629422036,5,8946.47665068166,42693.012425558074,0.035253033956550356,-1.0,Electronics,47,3.1273693156273654,2,0,0.0,Private,Credit Card,Desktop,hi-IN,1920x1080,Google_Ad,2
CUST_100050,37,  man  ,Tier1,1180.0,42838.546480365934,14,1294.5298866903315,18431.81458390187,0.6931988381185726,0.4016487396949238,food,218,3.271854716414079,9,5,,private,Credit Card,Mobile,hi-IN,1366x768,Referral,4
CUST_100051,36,MALE,Tier 1,852.0,50878.4004034993,7,996.0442152216713,6351.432411831851,,0.49669496552237147,Electronics,83,3.1679826741118284,4,3,1.0, Public,UPI,desktop,ta-IN,414x896,Google_Ad,4
CUST_100052,61,m, Tier1,761.0,164090.51994285913,8,10195.434269360092,73689.65481392348,0.02451649559986817,-1.0,  Electronics  ,48,2.9911339095849896,4,0,,Private,Credit Card,Mobile,en-IN,414x896,Google_Ad,2
CUST_100053,999,  Female  ,  Tier1  ,1534.0,239331.23986584763,4,15169.795913644368,57794.88103732822,0.028244384231515252,0.007079774834299585,Jewellery ,38,4.027506633578643,2,0,2.0,Private,Credit Card,,te-IN,1366x768,,2
CUST_100054,19,WOMAN ,T3,643.0,25888.05759579179,72,386.2623093933752,30367.49422770287,0.9470298495632957,0.1726242970819745,Elect,6,4.843429464791573,13,0,2.0,  Public  ,UPI,Mobile ,en-US,1280x720,Google_Ad,0
CUST_100055,35,MALE,Tier2,1097.0,35892.57900842744,1,726.6119191533816,648.8139643395696,0.241730410100653,0.3670604627962486,FASHION ,87,17.561889122260432,21,3,0.0,PUBLIC,UPI,mobile,ta-IN,360x800,Referral,3
CUST_100056,18,female,Tier3,861.0,,78,375.6260485264622,30409.323424409675,88.48390524540307,0.26655263956257225,Elect,27,7.039819583746574,9,0,2.0,Government,UPI,Desktop,mr-IN,414x896,Organic,0
CUST_100057,23,FEMALE,TIER 3,852.0,24228.672311001403,34,,15342.11642459431,,0.2775339219288733,Elect,5,6.547411652966823,8,3,2.0,  Gov  ,UPI ,Mobile,te-IN,360x800,Google_Ad,0
CUST_100058,47,Female,Tier1,708.0,76044.68274161729,80,3732.8378571169,273594.7334802592,0.06699878949011139,0.02470281040982461,Electronics,7,-999.0,7,0,,  Private  ,  NetBanking  ,Mobile,gu-IN,375x812,Organic,1
CUST_100059,37,MALE,  Tier-1  ,2313.0,291751.39671606757,13,15530.544435489635,180312.298761354,4.419879997183811,0.016250036283313292,jewelry,75,3.241565385059265,4,0,2.0,  Private  , Credit Card,Mobile,hi-IN,1280x720,Google_Ad,2
CUST_100060,39,  Female  ,TIER_1,2644.0,203575.33450517294,2,15366.241452552926,31723.98251094195,0.04708884781873021,0.03204114945618923,lux,43,3.901558492005457,4,0,2.0,Private,Credit Card,Desktop,en-US,360x800,Google_Ad,2
CUST_100061,53,  male  ,Tier2,847.0,50616.884495768085,6,1118.4290681069092,7024.513447583607,0.6112196077822614,0.371193155313358,GROCERIES,113,6.430732818078587,4,8,3.0,Private ,Credit Card,Mobile,hi-IN,1280x720,Organic,4
CUST_100062,39,woman,Tier-3,1906.0,,9,1170.0472382263943,9568.949194401246,,0.4800208608699625,grocery,233,1.6391020537879841,11,5,0.0,private,  Wallet  ,Desktop,hi-IN,375x812,Organic,4
CUST_100063,34,Male ,TIER_1,1109.0,,3,797.3510232546839,2459.41401087418,0.216260326167641,0.23014841649886392,Electronics,42,8.706635384008713,23,7,,Public, UPI,Mobile,en-IN,375x812,Facebook_Ad,3
CUST_100064,999,Male,TIER3,632.0,22930.612194456626,73,319.149295210498,24444.47229295351,0.811552160905999,0.23405608561641986,FASHION,17,6.316235935040144,19,2,,Pvt,  Wallet  ,Mobile,en-IN,2560x1440,Organic,0
CUST_100065,43,m,TIER_1,,,8,12787.386819833224,106830.2227972003,0.02128422740066954,0.009889891822128433,Electronic,109,3.048246401444045,4,0,0.0, Private,netbanking,Mobile,en-IN,360x800,,2
CUST_100066,31,Male ,TIER3,1255.0,,2,609.5020176115188,1210.264791536536,0.5699334857953563,0.25583842355256137,Electronics,31,15.210170045061828,53,3,1.0,govt,,Mobile,en-US,1920x1080,Google_Ad,3
CUST_100067,30,f,Tier-2,1034.0,89093.53867830409,86,2646.291898041007,213706.02891525242,11.420160623673937,0.07321557053700285,Home,12,7.2356497512983875,7,1,,public,Credit Card ,,en-IN,360x800,Organic,1
CUST_100068,20,woman,Tier 1,225.0,,1,,695.6670303755214,54.24045352924416,0.22507903228535675,Apparel,48,-999.0,36,4,0.0,GOVT,  UPI  ,  Desktop  ,hi-IN,414x896,Facebook_Ad,3
CUST_100069,43,m,TIER-1,1556.0,33146.04814975728,9,1066.2907555039255,8243.869370735485,45.04019270059232,0.4456179877918923,Clothing,203,2.973617112304066,6,9,2.0,Government,UPI,Desktop,hi-IN,375x812,Organic,4
CUST_100070,41,Male,T1,1675.0,,63,2261.964789051044,147819.62407708509,13.06523906722455,0.045906523639964454,Electronics,14,6.140715059017435,6,0,1.0,Public,Debit Card ,Mobile ,hi-IN,360x800,Organic,1
CUST_100071,31,FEMALE,Tier 2,849.0,31563.303407774845,68,363.2325471950433,26567.665159629603,0.8842434418140206,0.1611941792183638,Fashion,20,8.484906823896567,5,0,1.0,Government,,Mobile,en-US,360x800,Referral,0
CUST_100072,0,female,Tier3,287.0,33536.904691880845,38,489.9834354055421,19698.824946034012,0.7875394786900562,0.2544746215474059,APPAREL,15,7.5935604271158015,10,3,0.0,Public,Wallet,Mobile ,en-IN,375x812,Facebook_Ad,0
CUST_100073,22,Female,Tier2,,19811.965289809603,23,257.6388979233808,5670.654872913431,0.849328317459833,0.28563083966072766,Elect,28,7.677539711929127,19,0,2.0,government ,COD,Mobile,te-IN,375x812,Organic,0
CUST_100074,33,M,  Tier3  ,805.0,,62,,22112.6907671746,0.65068405296034,0.18780746998439296,  fashion  ,19,7.167040795084162,19,3,1.0,Public ,UPI, Mobile,hi-IN,414x896,Google_Ad,0
CUST_100075,36,MALE,Tier1,2215.0,,32,2448.4038373698017,85507.86028953,0.08025478921730089,0.0380070192808989,elec,4,5.264961309158309,2,0,3.0,Private Ltd,  Debit Card  ,Desktop ,hi-IN,1280x720,Influencer,1
CUST_100076,20,female,Tier2,368.0,20305.255350450658,74,290.39876622386737,23944.99529373636,0.9206614410254947,0.2688505472140251, grocery,6,10.38898605731879,7,1,, PUBLIC,UPI,Mobile,en-US,1366x768,Influencer,0
CUST_100077,42,woman,TIER1,496.0,149842.62864317914,8,17006.472346469156,153193.00230282536,0.6645394283160166,0.03286036966462303,gems,33,2.6111584031004167,3,0,2.0,Public, Credit Card,Desktop,hi-IN,375x812,Facebook_Ad,2
CUST_100078,45,Man ,Tier1,2616.0,216648.70221154633,3,15966.748358576328,48724.789267320026,3.00926085353962,0.015222553543350364,Electronics,50,2.5371994992872358,4,0,,PVT,NetBanking ,Desktop,en-IN,414x896,,2
CUST_100079,36,Female,  tier1  ,474.0,24165.387894411404,3,752.4993172784345,2013.7180067892075,0.42330285758125447,0.31869927257445757,Electronic,70,11.769349828730745,44,5,2.0,Public,COD,,en-IN,375x812,Google_Ad,3
CUST_100080,27,Male,Tier2,197.0,42390.867822738604,8,690.0442429899946,4959.18400402706,3.6195546805719196,0.36704492192659727,Fashion,27,13.847354893389424,24,6,3.0,  GOVT  ,UPI,Mobile,hi-IN,375x812,Referral,3
CUST_100081,30,male,T2,609.0,50200.55327519759,2,813.0917504516752,1609.084275593382,,0.3879374036927734,  Fashion  ,44,13.18993190748314,28,3,,Private,UPI,Mobile,en-IN,1280x720,TV_Ad,3
CUST_100082,47,male,Tier-2,,52020.40094954537,17,1220.5316080109778,18299.122017266964,0.663945474059696,0.41048466454699906,Grocery,84,1.0,13,7,2.0,Public,  Credit Card  ,Mobile,en-IN,2560x1440,Referral,4
CUST_100083,34,man,  Tier1  ,986.0,59461.530968561034,94,2538.158409189486,272430.8079745312,0.13594723592716226,0.03369187742354917,  Apparel  ,14,4.27224233344158,8,0,2.0,public,Debit Card, Mobile,hi-IN,375x812,Referral,1
CUST_100084,28,Female,Tier1,,70000.0,6,691.8317602558693,4087.9319099659547,0.3172069581804161,0.2884969274783197,Beauty,37,14.950870312282573,40,7,1.0,PRIVATE,COD,Mobile,hi-IN,1920x1080,Facebook_Ad,3
CUST_100085,47,FEMALE,TIER_2,2955.0,74380.82099300734,74,2295.456614450584,153424.6488193184,0.11446698751050659,0.03699321117231314,ELECTRONICS,9,4.8190305437408965,6,0,7.0,Private,Credit Card,Desktop,en-US,375x812,Referral,1
CUST_100086,27,MALE ,Tier 3 ,414.0,,78,445.2773084849956,7840681.5276093185,0.8838615380457617,0.299325808179369,FASHION,16,7.974963388774401,16,2,2.0,Public,Wallet,MOBILE,en-IN,360x800,Organic,0
CUST_100087,22,man,Tier2,606.0,30218.916409417285,52,150.0,7561.446404858307,84.46434142290622,0.2770728434921296,Electronics,10,7.392603092201329,11,1,1.0,PRIVATE,  Wallet  , Mobile,hi-IN,1366x768,Google_Ad,0
CUST_100088,999,  Male  ,  TIER1  ,1233.0,,6,1085.100944817347,6698.114007328827,0.6765713936018807,0.43502740033125975,groceries,191,5.424744613038406,11,10,4.0,Private,  Wallet  ,Mobile,en-US,1920x1080,Referral,4
CUST_100089,34,WOMAN,Tier3,449.0,,9,662.0392202552625,6848.05780115941,0.5378407624429009,0.3216040313089239,Fashion,70,16.973577215708342,31,5,1.0, Government,UPI,Mobile,en-IN,1366x768,Google_Ad,3
CUST_100090,28,Male,Tier2,369.0,62180.69457733143,7,952.4326375178623,7194.223085261205,0.3382220140390452,0.45268093254362074,  GROCERY  ,96,5.009919516678433,3,11,0.0,private,Credit Card,Mobile,en-IN,360x800,Google_Ad,4
CUST_100091,28,female,Tier3,755.0,26301.36612659292,20,388.65905751031215,7183.535221369371,0.6829507661248841,0.11549382556517247,  Fashion  ,5,10.081787849999621,15,1,2.0,Public,UPI,Mobile,mr-IN,1366x768,Facebook_Ad,0
CUST_100092,28,Male,tier2,606.0,19254.551025019184,32,,14206.140329887754,0.7694832732596345,0.20214067250035134,APPAREL,9,7.746949728722931,6,3,1.0,  government  ,UPI,Desktop,en-US,375x812,Facebook_Ad,0
CUST_100093,36,Male,Tier-1,2676.0,,55,1952.9572259653046,95443.07797859857,8.072596693714974,0.07211614499328335,HomeDecor,8,7.059527403423992,753,1,1.0,  Public  ,,Desktop,hi-IN,1366x768,Organic,1
CUST_100094,22,Male,  Tier3  ,562.0,33371.946126323004,67,362.28370904972905,26137.988605914114,0.6900182444916239,0.2515629205947434,  Fashion  ,16,8.591487523548029,7,1,1.0,Public,COD,Mobile,hi-IN,1920x1080,Google_Ad,0
CUST_100095,33,Woman, tier1,828.0,,23,1357.904547150425,28757.529640559802,46.15040480490899,0.5418943151167888,Grocery ,287,5.360746086381324,13,6,4.0,PUBLIC,,,hi-IN,1920x1080,,4
CUST_100096,20,woman , Tier 1,284.0,52648.51756796268,1,889.3243877935575,873.9136042686227,21.093973349740924,0.16928127658274103, Fashion,40,16.475673675117598,48,4,0.0,  Public  ,UPI,Mobile,gu-IN,1280x720,Facebook_Ad,3
CUST_100097,25,M,Tier2,654.0,41231.56963340591,9,825.4698254589812,7499.452943619668,0.24449875752159456,0.24358411974570518,fashion,50,13.234982922693561,57,7,3.0,  Pvt  ,  UPI  ,Mobile,hi-IN,375x812,TV_Ad,3
CUST_100098,24,Male,TIER3,280.0,,59,227.0426636656452,13318.477545375674,0.7679445190096876,0.2176259511898388,Apparel,14,8.482415005349171,18,0,2.0,PRIVATE,UPI,Desktop,te-IN,375x812,Google_Ad,0
CUST_100099,20,M,Tier3,510.0,21189.18942076264,65,379.10400312695174,25803.760570031038,0.6788657328316853,0.20346260160409052,Fashion,5,8.984667959069885,8,1,2.0,  Private Ltd  , UPI,Mobile,en-US,375x812,Influencer,0
CUST_100100,47,  Male  ,Tier1,1358.0,55869.4407559852,61,3040.6069297265694,187404.65905883312,14.245024719753886,0.05838500165098719,ELECTRONICS,4,4.926439757210652,8,1,6.0,pvt ltd,Credit Card,,en-IN,414x896,Google_Ad,1
CUST_100101,46,Female ,  tier-1  ,1000.0,86447.21155939145,69,3098.940478979023,223133.60278347856,0.1951576215870576,0.03869857863508023,HOME,4,7.61273518713303,4,1,4.0,Pvt,Debit Card,Mobile,hi-IN,360x800,TV_Ad,1
CUST_100102,45,Male,  Tier1  ,,,86,3077.286384482894,227773.3745172681,0.14296552164726284,0.0323873164018073,Home,8,7.19759534191819,9,1,2.0,private,Credit Card,  Mobile  ,en-IN,414x896,Referral,1
CUST_100103,47,Male,tier2,1844.0,67340.82181613428,9,,9260.53650552089,48.31437902392312,0.4512226339120917,Electronic Items,83,4.708082556137606,12,10,2.0,Gov,UPI ,Mobile ,en-IN,414x896,Facebook_Ad,4
CUST_100104,33,F,  Tier-2  ,932.0,15000.0,67,287.39403444400745,19037.495890437247,79.21233068256099,0.18460375268365858,Clothing,10,9.135087506130146,16,0,1.0,  govt  ,,,hi-IN,1280x720,Google_Ad,0
CUST_100105,32,man,Tier2,865.0,16152.676246412242,78,407.5717118193005,34445.771878793195,0.8060625124376122,0.10148991552603033,electronics,29,8.723137365020552,16,0,2.0,pvt,UPI,mobile,mr-IN,375x812,Google_Ad,0
CUST_100106,28,  FEMALE  ,T3,459.0,30044.90986325086,39,477.1058668300316,20613.840300519023,72.3184548221946,0.19794361588570217,grocery,14,7.159914512612673,7,0,1.0,Private,Wallet,  Mobile  ,hi-IN,360x800,Referral,0
CUST_100107,999,Female,tier1,2227.0,,86,2820.2386464550596,223899.38962754223,,0.019684588555401172,Home,3,7.917550984606545,2,1,2.0,PVT ,Debit Card,Desktop,en-US,1920x1080,Google_Ad,1
CUST_100108,38,Female ,tier-2,503.0,43972.44674096144,22,956.0116825141422,22045.0120942785,0.3690266046976616,0.31847383467548485,food,294,-999.0,6,4,2.0,Private,UPI ,Desktop,en-IN,414x896,Organic,4
CUST_100109,0,F,TIER1,714.0,78604.08922874414,41,2613.4142990984014,119450.32496301248,0.13265076704884318,0.07134929599002296,HOME,6,7.320673220682911,8,0,2.0,Private,Debit Card, Mobile,en-IN,1920x1080,,1
CUST_100110,0,Female,  Tier-1  ,1605.0,72389.88316108321,53,,164174.33282525165,0.08694635439755333,0.029455207521540343,Electronics,7,5.10008955511312,4,1,3.0,Private,Credit Card,Mobile,hi-IN,414x896,Referral,1
CUST_100111,19, Female,tier2,535.0,18600.87328306571,33,254.77242283230277,7288.329866875987,75.32057031815826,0.24853042207366666,FASHION,4,11.876159235908439,6,0,1.0,Public, COD,Mobile,en-IN,414x896,Organic,0
CUST_100112,31,female,Tier1 ,1787.0,,8,1590.9898676153518,12979.885002711826,,0.517410808468606,Grocery,228,1.870982594645751,9,9,2.0,private,upi,Desktop,en-US,414x896,Google_Ad,4
CUST_100113,23,  Female  ,TIER2 ,674.0,24514.747946529387,77,276.0392701894309,21920.14310370684,0.8048322462000589,0.21719731477932397,Fashion ,11,7.996147648422331,15,1,1.0,Public ,,Mobile,en-US,1366x768,Google_Ad,0
CUST_100114,36, MAN,Tier1,1015.0,169928.20822342834,11,17498.984929962924,166257.14749211923,0.048570460133967805,0.018079631021446985,Premium,15,3.6781353062901925,3,0,2.0,Priv ,Credit Card,Mobile,en-US,414x896,Organic,2
CUST_100115,38,Male,  Tier2  ,367.0,29739.080181538713,5,810.4843615651893,4329.321877583506,0.33802321494006016,0.35286039562270033,electronics,35,10.367893178396454,43,6,2.0,Pvt,COD,Mobile,en-US,360x800,Facebook_Ad,3
